,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
313,23801650,https://www.airbnb.com/rooms/23801650,20240915172945,2024-09-15,city scrape,"Bright, clean, comfortable well maintained home","Bright, lovely furnished side split home on quiet street in a family oriented neighbourhood.  It has a modern kitchen, hardwood floors, a private backyard with a large deck and a spacious double car garage. 3 month minimum stay required.",,https://a0.muscache.com/pictures/miso/Hosting-23801650/original/07b7d2c0-3700-4d0e-b358-4297bf1d98d3.jpeg,87725075,https://www.airbnb.com/users/show/87725075,Edward,2016-08-03,"Ottawa, Canada",,,,,f,https://a0.muscache.com/im/pictures/user/1cd10cf3-57c6-4732-9296-e750f90f8a22.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1cd10cf3-57c6-4732-9296-e750f90f8a22.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,College,,45.35044,-75.74982,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Long term stays allowed"", ""Pets allowed"", ""Dining table"", ""Free parking on premises"", ""TV with standard cable"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Stainless steel induction stove"", ""Dryer"", ""Heating"", ""Cleaning products"", ""Barbecue utensils"", ""Essentials"", ""Room-darkening shades"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Private BBQ grill: gas"", ""Bathtub"", ""Coffee maker"", ""Hangers"", ""Piano"", ""High chair"", ""GE Induction stove stainless steel oven"", ""Hammock"", ""Kitchen"", ""Cleaning available during stay"", ""Wine glasses"", ""Iron"", ""Dishes and silverware"", ""Ethernet connection"", ""Microwave"", ""Backyard"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$158.00,60,1125,60,60,1125,1125,60.0,1125.0,,t,0,7,37,312,2024-09-15,2,0,0,2021-07-24,2022-04-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.05
314,23848918,https://www.airbnb.com/rooms/23848918,20240915172945,2024-09-15,city scrape,Spacious open concept kitchen and living room.,"Just a short walk down to the water. Two kayaks & a canoe available for use axe throwing game as well as corn hole badminton. Freshly renovated with a big open concept kitchen/living room and a games room featuring an air hockey, Foosball table and a ping pong table. 5 bedrooms make it a great place for families to come together.  Just a short walk or even shorter drive to the general store, LCBO and Happy Times Pizza. Boat launch just down the street from the house. Smoke free and pet free zone","Very nice and peaceful , close to the water,  general store and LCBO close by and restaurant nature trails",https://a0.muscache.com/pictures/d3a05cff-fbe9-4647-9eeb-52f5ac076aeb.jpg,133621412,https://www.airbnb.com/users/show/133621412,Peter,2017-06-05,,Married father of four. I have my own business doing renovations and live in Ottawa. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6170bbab-2601-4d02-acca-8e09ea3d6b1d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6170bbab-2601-4d02-acca-8e09ea3d6b1d.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,Neighborhood highlights,West Carleton-March,,45.48165,-76.07386,Entire home,Entire home/apt,10,3.5,3.5 baths,5.0,5.0,"[""Children\u2019s dinnerware"", ""Private backyard \u2013 Not fully fenced"", ""Toaster"", ""Long term stays allowed"", ""Self check-in"", ""Extra pillows and blankets"", ""Oven"", ""Dining table"", ""Free parking on premises"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Ping pong table"", ""Heating"", ""BBQ grill"", ""Private patio or balcony"", ""Shower gel"", ""Fire pit"", ""Barbecue utensils"", ""TV with Roku"", ""Essentials"", ""Indoor fireplace"", ""Room-darkening shades"", ""Private entrance"", ""Bed linens"", ""Kayak"", ""Keypad"", ""Children\u2019s books and toys"", ""Bathtub"", ""Coffee maker"", ""Shampoo"", ""Crib"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""Lake access"", ""High chair"", ""Kitchen"", ""Exterior security cameras on property"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Ethernet connection"", ""Microwave"", ""Dishwasher"", ""Baking sheet"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$256.00,3,1125,3,7,1125,1125,3.5,1125.0,,t,19,43,67,315,2024-09-15,255,40,3,2018-06-27,2024-08-25,4.94,4.97,4.84,4.95,4.95,4.88,4.95,STR-826-814,f,2,2,0,0,3.37
319,24283050,https://www.airbnb.com/rooms/24283050,20240915172945,2024-09-15,city scrape,Cosy Riverside South Townhome,Quiet neighbourhood with nearby access to public transportation.<br /><br />Only minutes away from the airport and nearby restaurants<br /><br />Available car charging plug available in the garage for electric cars. <br /><br />Premium appliances and very well furnished,Quiet family oriented neighborhood with plenty of paths and parks to explore.,https://a0.muscache.com/pictures/miso/Hosting-24283050/original/0958923c-95b1-411d-968a-942bb1a64438.jpeg,102430581,https://www.airbnb.com/users/show/102430581,Abir,2016-11-03,"Ottawa, Canada","I grew up in Ottawa, Canada and love to meet new people and travel. 

I am an Airbnb host and I host the home I live in. So far I've enjoyed hosting people from all around the world. ",within a few hours,100%,79%,t,https://a0.muscache.com/im/pictures/user/9548d4e2-c161-4569-bfad-b280c4d85ee1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9548d4e2-c161-4569-bfad-b280c4d85ee1.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Gloucester-South Nepean,,45.27611,-75.67766,Entire townhouse,Entire home/apt,8,2.5,2.5 baths,3.0,3.0,"[""Children\u2019s dinnerware"", ""Stainless steel oven"", ""Toaster"", ""Private backyard \u2013 Not fully fenced"", ""Outdoor furniture"", ""EV charger"", ""Central air conditioning"", ""Fast wifi \u2013 454 Mbps"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Self check-in"", ""Conditioner"", ""Dining table"", ""55 inch HDTV with Amazon Prime Video, Chromecast, Netflix, Disney+"", ""Free street parking"", ""Indoor fireplace: gas"", ""Hair dryer"", ""Bidet"", ""Fire extinguisher"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Free driveway parking on premises \u2013 2 spaces"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Body soap"", ""Noise decibel monitors on property"", ""Shower gel"", ""Private patio or balcony"", ""Barbecue utensils"", ""Essentials"", ""Free dryer \u2013 In unit"", ""LG refrigerator"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Private BBQ grill: gas"", ""Keypad"", ""Bathtub"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Crib"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""Standalone high chair - available upon request"", ""Vizio and Samsung Bluetooth sound system"", ""Freezer"", ""Kitchen"", ""Exterior security cameras on property"", ""Wine glasses"", ""Iron"", ""GE stainless steel gas stove"", ""Dishes and silverware"", ""Ethernet connection"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Rice maker"", ""Coffee"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$175.00,1,1125,1,2,1125,1125,1.1,1125.0,,t,8,22,52,301,2024-09-15,225,30,1,2018-09-16,2024-09-01,4.92,4.95,4.77,4.97,4.96,4.86,4.92,STR-843-105,f,1,1,0,0,3.08
323,24429947,https://www.airbnb.com/rooms/24429947,20240915172945,2024-09-15,city scrape,"New Westboro Home, ROOFTOP HOTTUB, lux bedding!!","This is a new custom luxury home in downtown Ottawa within trendy Westboro. The home is family friendly and has an amazing ROOFTOP area with HOT TUB! <br /><br />The home has everything you need and more, luxurious mattresses and bedding, chef kitchen, two living room spaces all with Smart TVs (including a 70’ movie area), a big dining table to seat 8 people. <br /><br />Walk to the Richmond Road stores and bustling restaurants. Easy access from the highway or by transit.",This is a family neighborhood in downtown Ottawa within a two min walking distance to the extensive amount of restaurants and shops along Richmond Road and Wellington. Parliament is a short 5 min drive or LRT ride away.,https://a0.muscache.com/pictures/3d31ccf6-38da-426b-8a78-6092a7e08502.jpg,30933482,https://www.airbnb.com/users/show/30933482,Emily,2015-04-09,"Ottawa, Canada",Offering guest experiences and lasting memories through thoughtful and peaceful accommodations. Top notch locations within the Westboro (Ottawa) and Westport Area. ,within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/2ae84b9d-154d-47e4-8b6c-f9399d8c5ad8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2ae84b9d-154d-47e4-8b6c-f9399d8c5ad8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Kitchissippi,,45.3916,-75.74917,Entire home,Entire home/apt,8,3.5,3.5 baths,4.0,4.0,"[""Fire extinguisher"", ""Wifi"", ""Gym"", ""TV"", ""Kitchen"", ""Private entrance"", ""Hot tub"", ""Heating"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$799.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,61,2024-09-15,17,0,0,2018-05-23,2022-01-10,4.82,5.0,4.82,5.0,5.0,4.94,4.53,STR-833-109,f,1,1,0,0,0.22
331,25055564,https://www.airbnb.com/rooms/25055564,20240915172945,2024-09-15,city scrape,"★ Beautiful, modern, Glebe Home with Garage★",One of the very few century homes to undergo a complete renovation.  There  is 2800 sq ft of living area and an attached garage.  Guests will find a well stocked kitchen and ample space for relaxing and entertaining.  We have removed our personal possessions to allow guests to enjoy the space as their own.  <br /><br />Sep 23 review..”Wow… just … wow…. Your house is spectacular…. Every time I turn a corner I’m shocked…. It’s even more beautiful than the pictures”,"You are in the heart of an established centuries old area called the Glebe, a very hip and urban suburb that really has all you need for entertainment & shopping.  Lined by beautiful Victorian style homes with “Ma and Pa” shops from boutiques, bakeries, grocers, banks, pharmacies, specialty cafés, fine dining, casual dining, and pubs.  <br />You are a five minute walk to the scenic Rideau canal, a UNESCO World Heritage Site, where you can bike/walk/run along tree-lined paths or ice-skate in the winter along the longest skating canal in the world.<br />Parliament Hill is close enough to walk but easy public transit on OC-Transpo (a two-minute walk) will have you there in ten minutes.  <br />The Lansdowne development has brought a new vibe with trendy nightclubs and restaurants, green space with skatepark and play structures, a Whole Foods grocery store and a modern theatre build around the Lansdowne stadium which is  home to the Ottawa Red Blacks (CFL), the Ottawa Fury (ASL) and the Ott",https://a0.muscache.com/pictures/miso/Hosting-25055564/original/0918ede1-9205-440a-a50a-a36ffc35cf42.jpeg,28026087,https://www.airbnb.com/users/show/28026087,Bart,2015-02-19,"Ottawa, Canada","My wife and I have settled back in Canada after eight years of living overseas in India, Dubai and Hong Kong.  We loved our travels but also love Ottawa, our beautiful Canadian capital.  There is so much to do and see here and we live right in the heart of this amazing city!  We look forward to hosting you for your Ottawa visit.  Thankyou, Bart and Ariane ",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/User-28026087/original/7aa9ceb2-5618-47f6-826d-50aba529cc79.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-28026087/original/7aa9ceb2-5618-47f6-826d-50aba529cc79.jpeg?aki_policy=profile_x_medium,The Glebe,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Capital,,45.39923,-75.68727,Entire home,Entire home/apt,6,3.5,3.5 baths,3.0,3.0,"[""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Baby bath"", ""Extra pillows and blankets"", ""Self check-in"", ""Oven"", ""Pets allowed"", ""Free parking on premises"", ""Free street parking"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""HDTV with Netflix"", ""Children's playroom"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Ping pong table"", ""Garden view"", ""Heating"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Essentials"", ""Indoor fireplace"", ""Board games"", ""Private entrance"", ""Bed linens"", ""Outdoor dining area"", ""Keypad"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Shampoo"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Kitchen"", ""Exterior security cameras on property"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$484.00,3,35,3,3,35,35,3.0,35.0,,t,5,8,31,106,2024-09-15,115,32,1,2018-12-27,2024-08-24,4.99,4.97,4.93,4.97,4.92,5.0,4.89,STR-826-632,f,3,3,0,0,1.65
336,25393066,https://www.airbnb.com/rooms/25393066,20240915172945,2024-09-15,city scrape,Walk to Parliament Entire Unit W/FreeParking,"Welcome to our cozy house nestled in the heart of Lowertown! Perfect blend of comfort and convenience.<br /> <br />➢ Short walk to popular attractions and landmarks.<br />➢ Located within walking distance to major tourist spots and cultural sites, including ByWard Market.<br /><br />✔️ 1 km to Rideau Canal<br />✔️ 1.2 km to National Gallery <br />✔️ 1 km to Notre-Dame Cathedral Basilica<br />✔️ 1.5 km to Parliament Hill<br />✔️ 15 km to Airport (YOW)<br /><br />1 minute walk to Loblaws Supermarket ,Shoppersdrug<br /><br />Experience Ottawa—book your stay with us!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjUzOTMwNjY%3D/original/2c6a8788-b096-4f26-ad83-c9d2b8c95068.jpeg,147909409,https://www.airbnb.com/users/show/147909409,David,2017-08-27,"Ottawa, Canada",,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/User-147909409/original/936476df-834d-4e8b-a5c8-e79029eac852.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-147909409/original/936476df-834d-4e8b-a5c8-e79029eac852.jpeg?aki_policy=profile_x_medium,Lower Town,2,3,"['email', 'phone']",t,t,,Rideau-Vanier,,45.4302,-75.6848,Entire home,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Toaster"", ""TV"", ""Conditioner"", ""Paid parking on premises"", ""Dining table"", ""Free parking on premises"", ""Air conditioning"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Cleaning products"", ""Body soap"", ""Hot water kettle"", ""Coffee maker"", ""Shampoo"", ""Freezer"", ""Kitchen"", ""Exterior security cameras on property"", ""Wine glasses"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Dishwasher"", ""Clothing storage"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$150.00,2,180,2,4,180,180,3.0,180.0,,t,11,33,63,69,2024-09-15,16,16,4,2024-05-28,2024-09-09,5.0,4.81,4.63,5.0,5.0,4.81,4.81,STR-840-367,f,2,2,0,0,4.32
341,25778371,https://www.airbnb.com/rooms/25778371,20240915172945,2024-09-15,city scrape,Self check in spacious apartment with dry kitchen,"Fully furnished, recently renovated basement apartment in a two-storied detached house next to Shoppers Drug Mart in Orleans, Ontario, Canada. Separate entry with keypad lock, full kitchen, free parking, free WIFI and Netflix. Nothing sharing with anyone. Perfect for any traveler, whether you're here on business or travelling, you'll fall in love with the space. Public transport (bus) stops near (1 minute) the house and buses are available every 15 minutes. 22 minutes drive to downtown Ottawa","- All linens and towels are supplied along with some added essentials listing <br />  in Essentials! <br />- Private washroom, full kitchen, washer & dryer, refrigerator, microwave <br />   oven, toaster and many more. <br />- Central Air-conditioning and heating, also have room heater and fan if <br />    needed. Small gym facility.<br /><br />Fully furnished basement apartment in a two-storied detached house next to Shoppers Drug Mart (24/7) in Orleans Ontario. Separate entry with keypad lock and self check in with free parking. Perfect for any traveler, whether you're here on business or travelling with a group, you'll fall in love with the space. Family oriented neighborhood. Public transport (bus) stops in front of the house and Public bus (OC transport bus) # 25 or 33 up-down every 10 minutes. 20 minutes drive to core downtown Ottawa.<br />This house is near the shopping plaza where well-known restaurants, fast food, pizza, coffee shop, gym, medical and dental offices are located",https://a0.muscache.com/pictures/miso/Hosting-25778371/original/7bdd0f7d-a029-417b-8ca1-83d156465067.jpeg,193728628,https://www.airbnb.com/users/show/193728628,Tanvira,2018-06-05,"Ottawa, Canada","travelling, reading books, watching movies, music, foods",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/3e641af1-ec2e-49b6-bfc8-ac3bbb98b50b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e641af1-ec2e-49b6-bfc8-ac3bbb98b50b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Cumberland,,45.46992,-75.46652,Entire guest suite,Entire home/apt,7,1.0,1 bath,2.0,3.0,"[""Toaster"", ""Long term stays allowed"", ""Central air conditioning"", ""Self check-in"", ""Extra pillows and blankets"", ""LG stainless steel electric stove"", ""Laundromat nearby"", ""Oven"", ""Navea body soap"", ""Dining table"", ""Free parking on premises"", ""Free street parking"", ""Hair dryer"", ""Bidet"", ""Refrigerator"", ""Portable fans"", ""Window guards"", ""Fire extinguisher"", ""Wifi"", ""Bread maker"", ""Clothing storage: closet and wardrobe"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Books and reading material"", ""Shower gel"", ""Barbecue utensils"", ""Paid street parking off premises"", ""Fireplace guards"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Keypad"", ""Children\u2019s books and toys"", ""Bathtub"", ""Navea conditioner"", ""Coffee maker"", ""Shampoo"", ""Free washer \u2013 In unit"", ""65 inch HDTV with Netflix"", ""Hangers"", ""Indoor fireplace: electric"", ""Mini fridge"", ""Freezer"", ""Cleaning available during stay"", ""Kitchen"", ""Wine glasses"", ""Drying rack for clothing"", ""Iron"", ""Game console: PS4 and Xbox 360"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Standalone high chair - always at the listing"", ""Rice maker"", ""Coffee"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$145.00,2,15,2,2,1125,1125,2.0,1125.0,,t,4,4,4,4,2024-09-15,225,18,2,2018-06-17,2024-09-03,4.7,4.78,4.8,4.87,4.83,4.71,4.64,STR-825-479,f,1,1,0,0,2.96
345,26138206,https://www.airbnb.com/rooms/26138206,20240915172945,2024-09-15,city scrape,Absolutely Fabulous Westboro Home Perfect Location,"WESTBORO Village is one of the most unique, diverse neighbourhoods in Ottawa 10 minutes from downtown. You’ll enjoy tree-lined streets, one-of-a-kind boutiques, popular stores, welcoming outdoor spaces, Ottawa’s trendiest dining spots and the natural beauty of Westboro Beach and the scenic views of Gatineau Hills. You’ll love my place because it's cozy & warm. My place is good for couples, solo adventurers, business travellers, families & pets upon approval extra fee . Free wifi, coffee/tea.",Westboro is one of the most sought out neighbourhoods in Ottawa. You will understand why after your stay. See description.,https://a0.muscache.com/pictures/290c48ee-6d1a-46b3-a4c4-833389406ff6.jpg,89558452,https://www.airbnb.com/users/show/89558452,Carole,2016-08-12,"St. John's, Canada",,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/e17fdebe-4ddd-4df2-8b19-3e37c00a8cb9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e17fdebe-4ddd-4df2-8b19-3e37c00a8cb9.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,Neighborhood highlights,Kitchissippi,,45.3923,-75.74499,Entire home,Entire home/apt,6,3.5,3.5 baths,3.0,3.0,"[""Toaster"", ""Outdoor furniture"", ""Smart lock"", ""Long term stays allowed"", ""Self check-in"", ""Coffee maker: pour-over coffee"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Oven"", ""Resort access"", ""Conditioner"", ""Pets allowed"", ""Dining table"", ""Free parking on premises"", ""TV with standard cable"", ""Air conditioning"", ""Free street parking"", ""Indoor fireplace: gas"", ""Hair dryer"", ""Refrigerator"", ""Portable fans"", ""Fire extinguisher"", ""Wifi"", ""Heating"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Body soap"", ""Shower gel"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Board games"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Hangers"", ""Sound system"", ""Shared beach access"", ""Freezer"", ""Kitchen"", ""Wine glasses"", ""Drying rack for clothing"", ""Iron"", ""Stove"", ""Dishes and silverware"", ""Ethernet connection"", ""Microwave"", ""Blender"", ""Coffee"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$375.00,3,28,3,3,28,28,3.0,28.0,,t,14,37,67,325,2024-09-15,114,14,0,2018-12-10,2024-07-27,4.8,4.82,4.85,4.83,4.85,4.82,4.76,STR-828-552,f,1,1,0,0,1.62
348,26270793,https://www.airbnb.com/rooms/26270793,20240915172945,2024-09-15,city scrape,2 Storey 2 Bedroom Penthouse steps from Parliament,"- Luxury 2 storey 2 bedroom penthouse condo with private terrace with your own gas BBQ steps from Parliament in the heart of downtown Ottawa!<br />   <br />- Enjoy everything that Canada's Capital has to offer right from your very own luxurious penthouse unit!<br /><br />- Secure underground parking in for 1 vehicle, transit steps away.<br /><br />- 50"" smart 4K TV with cable and high speed wifi.<br /><br />- Work remotely with office chair & desk with breathtaking cityscape views, all rooms feature floor to ceiling windows, sleeps 6.",You can not get a better location to visit enjoy all that Canada's capital has to offer!  Just a couple blocks away from parliament and a very central downtown location with transit at your doorstep makes this location a fantastic way to explore this beautiful city.,https://a0.muscache.com/pictures/miso/Hosting-26270793/original/b8d514ec-344a-4628-9df2-f031d58d4222.jpeg,23585304,https://www.airbnb.com/users/show/23585304,Aidan,2014-11-10,"Ottawa, Canada",,,,0%,f,https://a0.muscache.com/im/users/23585304/profile_pic/1415665143/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/23585304/profile_pic/1415665143/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Somerset,,45.42074,-75.70008,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,3.0,"[""Stainless steel oven"", ""Toaster"", ""Outdoor furniture"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""50 inch HDTV with Apple TV"", ""Exercise equipment"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Movie theater"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Gym"", ""Dryer"", ""Stainless steel electric stove"", ""Paid parking garage off premises"", ""Heating"", ""Shared hot tub - available seasonally, open specific hours"", ""Cleaning products"", ""Private patio or balcony"", ""Essentials"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Bed linens"", ""Outdoor dining area"", ""Private BBQ grill: gas"", ""Hangers"", ""Pool table"", ""High chair"", ""Kitchen"", ""Wine glasses"", ""Elevator"", ""Dishes and silverware"", ""Microwave"", ""Free parking garage on premises \u2013 1 space"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$245.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,76,2024-09-15,1,0,0,2018-08-03,2018-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
355,26670680,https://www.airbnb.com/rooms/26670680,20240915172945,2024-09-15,previous scrape,4 Beds 3 Baths Near Merivale Mall,"Central west. A newly renovated 4 bed bungalow in a quiet neighbourhood walking distance to Merivale mall. 13km to Wesley Clover Park and 12km to downtown. 2 ensuite bathrooms and a main bath for the other 2 rooms. In suite washer/dryer,  parking for 2 cars. This is the main floor of a duplex. There is a separate apartment in the basement with quiet long term tenants.",This is a 60's neighbourhood on a very quiet street. 2 blocks from OC transpo stop.,https://a0.muscache.com/pictures/a28f868b-92c3-4c47-b5a6-b9991a93111a.jpg,121880210,https://www.airbnb.com/users/show/121880210,Tiffany,2017-03-21,"Ottawa, Canada","




",,,100%,,https://a0.muscache.com/im/pictures/user/f463b113-a136-4909-a7f5-23f4af9035d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f463b113-a136-4909-a7f5-23f4af9035d8.jpg?aki_policy=profile_x_medium,,4,10,"['email', 'phone']",t,t,Neighborhood highlights,College,,45.34225,-75.73207,Entire bungalow,Entire home/apt,6,,3 baths,4.0,,"[""Toaster"", ""Smart lock"", ""Self check-in"", ""Extra pillows and blankets"", ""Oven"", ""Pets allowed"", ""Conditioner"", ""Free parking on premises"", ""TV with standard cable"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Single level home"", ""Hair dryer"", ""Refrigerator"", ""Portable fans"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Heating"", ""BBQ grill"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning products"", ""Shower gel"", ""Barbecue utensils"", ""Essentials"", ""Room-darkening shades"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Bathtub"", ""Coffee maker"", ""Shampoo"", ""Hangers"", ""Standalone high chair - available upon request"", ""Kitchen"", ""Exterior security cameras on property"", ""Wine glasses"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Backyard"", ""Patio or balcony"", ""Dishwasher"", ""Clothing storage"", ""Baking sheet"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Smoke alarm""]",,31,365,31,31,365,365,31.0,365.0,,t,0,0,0,0,2024-09-15,26,0,0,2018-07-25,2020-05-03,4.92,4.96,4.92,4.92,5.0,4.88,4.92,STR-825-021,f,3,3,0,0,0.35
